poi_id,name,amenity,main_category,sub_category,priority_level,latitude,longitude,final_status,map_ready,rule1_reason,rule2_reason,rule3_reason,rule4_reason,rule5_reason
BLR_007648,Ambur Hot Dum Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9420744,77.7472195,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007649,Sri Ashok Hotel,restaurant,Food & Beverage,Restaurant,3,12.9371702,77.7487965,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007650,Udupi Grand,restaurant,Food & Beverage,Restaurant,3,12.928802,77.7394116,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007651,Trilife Hospital,hospital,Healthcare,Hospital,1,13.0170153,77.6429262,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007652,,atm,Financial Services,ATM,2,12.9625188,77.7482173,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007653,Axis Bank,bank,Financial Services,Bank,2,12.891725,77.5655194,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007654,IndusInd Bank,bank,Financial Services,Bank,2,12.891725,77.5655194,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007655,,bank,Financial Services,Bank,2,12.8917665,77.565456,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007656,HDFC Bank,bank,Financial Services,Bank,2,13.0331755,77.6379657,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007657,Mitahi Mahal,restaurant,Food & Beverage,Restaurant,3,12.988073,77.7338527,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007658,,atm,Financial Services,ATM,2,12.9860032,77.7452869,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007659,Sri Udupi Food Hub,restaurant,Food & Beverage,Restaurant,3,12.9838519,77.7514636,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007660,Kotak Mahindra Bank,bank,Financial Services,Bank,2,12.9641837,77.7486991,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007661,SLV Hotel A1 Hot Dum-Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9396843,77.7473374,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007662,,atm,Financial Services,ATM,2,12.9688976,77.7015009,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007663,IDFC First Bank,bank,Financial Services,Bank,2,12.9689452,77.7014681,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007664,Ramdev Medicals,pharmacy,Healthcare,Pharmacy,1,12.9218214,77.6653489,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007665,A2B,restaurant,Food & Beverage,Restaurant,3,12.9274757,77.6717511,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007666,MedPlus,pharmacy,Healthcare,Pharmacy,1,12.9274267,77.6713421,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007667,HDFC Bank,bank,Financial Services,Bank,2,12.8699117,77.576084,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007668,Sinchana Food Court,restaurant,Food & Beverage,Restaurant,3,12.9787167,77.7112515,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007669,Axis Bank,bank,Financial Services,Bank,2,12.8713791,77.583156,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007670,SG International Public School,school,Education,School,2,13.0110387,77.5394468,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007671,Sannidhi Grand,restaurant,Food & Beverage,Restaurant,3,13.009385,77.538382,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007672,Sri Ram Medical Store,pharmacy,Healthcare,Pharmacy,1,13.0099404,77.5390596,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007673,MedPlus,pharmacy,Healthcare,Pharmacy,1,13.00911,77.5382451,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007674,Paarus Kitchen,restaurant,Food & Beverage,Restaurant,3,12.8600681,77.5424865,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007675,Cuisinova,restaurant,Food & Beverage,Restaurant,3,12.8599702,77.5424744,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007676,Downtown Diner,restaurant,Food & Beverage,Restaurant,3,12.9730015,77.6086779,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007677,Delhi Restaurant,restaurant,Food & Beverage,Restaurant,3,12.9871889,77.7389659,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007678,MedPlus,pharmacy,Healthcare,Pharmacy,1,12.9710649,77.7504113,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007679,Kerala Home Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9692162,77.7501638,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007680,Luscious,restaurant,Food & Beverage,Restaurant,3,12.9692513,77.6003167,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007681,Kohinoor,restaurant,Food & Beverage,Restaurant,3,12.9692682,77.6001826,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007682,4/1 Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9692944,77.6000431,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007683,Sendhoor Coffee,restaurant,Food & Beverage,Restaurant,3,13.0047453,77.6599498,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007684,New Learning Ladders International School,school,Education,School,2,13.0111617,77.6613705,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007685,Sri Vasavi Cafe,restaurant,Food & Beverage,Restaurant,3,12.8756037,77.5688495,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007686,Sri Vidya Mandir,school,Education,School,2,13.0051433,77.5665532,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007687,Indian Overseas Bank,bank,Financial Services,Bank,2,13.0058647,77.5635194,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007688,,atm,Financial Services,ATM,2,12.9676006,77.749742,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007689,Homoeo Pharma,pharmacy,Healthcare,Pharmacy,1,12.9690647,77.7500197,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007690,Big Hospitals,hospital,Healthcare,Hospital,1,12.9405054,77.5848675,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007691,Kotak Mahindra Bank,bank,Financial Services,Bank,2,12.9312047,77.7417724,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007692,Telugu Aromas,restaurant,Food & Beverage,Restaurant,3,12.9830582,77.7471656,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007693,Katana,restaurant,Food & Beverage,Restaurant,3,12.9688089,77.6359519,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007694,Louis Burger,restaurant,Food & Beverage,Restaurant,3,12.965292,77.6380121,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007695,Whisk And Thyme,restaurant,Food & Beverage,Restaurant,3,12.9853165,77.7493239,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007696,,atm,Financial Services,ATM,2,12.9369364,77.7498514,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007697,,atm,Financial Services,ATM,2,12.9312005,77.7417832,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007698,Udupi Gokula,restaurant,Food & Beverage,Restaurant,3,12.929764,77.6851805,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007699,Udupi Gokula,restaurant,Food & Beverage,Restaurant,3,13.004333,77.7173767,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007700,Pizza Hut,restaurant,Food & Beverage,Restaurant,3,13.0045897,77.7176126,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007701,Manyata,restaurant,Food & Beverage,Restaurant,3,13.0196646,77.6550064,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007702,SLV Hotel,restaurant,Food & Beverage,Restaurant,3,12.9402511,77.7475086,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007703,Jolly Johnny's Bar,restaurant,Food & Beverage,Restaurant,3,12.9673961,77.7148172,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007704,Moai,restaurant,Food & Beverage,Restaurant,3,12.9249841,77.5839479,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007705,Curry Central,restaurant,Food & Beverage,Restaurant,3,13.0274933,77.5773905,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007706,Venn,restaurant,Food & Beverage,Restaurant,3,13.0220219,77.6399329,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007707,The Sherugars Kitchen,restaurant,Food & Beverage,Restaurant,3,13.0988397,77.5852722,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007708,Tango,restaurant,Food & Beverage,Restaurant,3,12.9726668,77.6999433,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007709,Garci,restaurant,Food & Beverage,Restaurant,3,12.9282787,77.576614,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007710,Svarasa,restaurant,Food & Beverage,Restaurant,3,12.9864023,77.5953117,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007711,154 Breakfast Club,restaurant,Food & Beverage,Restaurant,3,12.9112491,77.5133944,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007712,Mad Doh Sourdough Pizzeria,restaurant,Food & Beverage,Restaurant,3,12.9848898,77.7506397,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007713,Dolphins Bar and Kitchen 1977,restaurant,Food & Beverage,Restaurant,3,13.0927605,77.5937399,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007714,Kalpaney,restaurant,Food & Beverage,Restaurant,3,12.906053,77.5897421,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007715,Beyondburg Inc.,restaurant,Food & Beverage,Restaurant,3,12.971535,77.6008451,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007716,Si Nonna's,restaurant,Food & Beverage,Restaurant,3,13.0233978,77.6431482,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007717,Si Nonna's,restaurant,Food & Beverage,Restaurant,3,13.0276135,77.5717753,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007718,Si Nonna's,restaurant,Food & Beverage,Restaurant,3,12.9368179,77.6148469,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007719,Si Nonna's,restaurant,Food & Beverage,Restaurant,3,12.9155838,77.6324992,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007720,Brik Oven,restaurant,Food & Beverage,Restaurant,3,12.9136422,77.644891,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007721,Riko,restaurant,Food & Beverage,Restaurant,3,12.9716906,77.5960708,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007722,Yan Yan,restaurant,Food & Beverage,Restaurant,3,12.9672746,77.6018938,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007723,ASF - Ancient Stone Flames,restaurant,Food & Beverage,Restaurant,3,12.9512351,77.6993442,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007724,ASF - Ancient Stone Flames,restaurant,Food & Beverage,Restaurant,3,13.0255067,77.6392248,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007725,The Food Factory,restaurant,Food & Beverage,Restaurant,3,13.079106,77.5924753,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007726,The Fisherman's Wharf,restaurant,Food & Beverage,Restaurant,3,13.0788957,77.5924578,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007727,Tommy's,restaurant,Food & Beverage,Restaurant,3,12.9589691,77.6613128,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007728,Burma Burma,restaurant,Food & Beverage,Restaurant,3,12.9201458,77.6848546,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007729,Tuk Tuk Thai,restaurant,Food & Beverage,Restaurant,3,12.906051,77.5825477,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007730,Family Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9844171,77.7497141,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007731,Mani's Dum Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9844717,77.7495433,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007732,Bank of Baroda,bank,Financial Services,Bank,2,12.9844913,77.7495495,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007733,The Heaven Mandi,restaurant,Food & Beverage,Restaurant,3,12.9847043,77.748794,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007734,House Of Desserts,restaurant,Food & Beverage,Restaurant,3,12.984719,77.7488832,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007735,Smoky Dock,restaurant,Food & Beverage,Restaurant,3,12.9847782,77.7488158,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007736,Donne Biriyani Palace,restaurant,Food & Beverage,Restaurant,3,12.9846806,77.748896,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007737,Laffah,restaurant,Food & Beverage,Restaurant,3,12.9846111,77.7491282,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007738,Star Biriyani,restaurant,Food & Beverage,Restaurant,3,12.9845057,77.7493875,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007739,,atm,Financial Services,ATM,2,12.9845257,77.7493918,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007740,Tata Capital,bank,Financial Services,Bank,2,12.9844842,77.749381,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007741,Udupi Gokula,restaurant,Food & Beverage,Restaurant,3,13.0239115,77.6944408,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007742,Baan Phad Thai,restaurant,Food & Beverage,Restaurant,3,12.9698478,77.6377114,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007743,Sri Channakeshava English School,school,Education,School,2,12.8703911,77.6534148,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007744,BurgerMan,restaurant,Food & Beverage,Restaurant,3,13.0298987,77.5709049,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007745,Divya Medicals,pharmacy,Healthcare,Pharmacy,1,13.0282476,77.5714826,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007746,ICICI Bank,bank,Financial Services,Bank,2,12.9389445,77.7244923,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007747,HDFC Bank,bank,Financial Services,Bank,2,12.9379681,77.7202269,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007748,Ramdev Medicals,pharmacy,Healthcare,Pharmacy,1,12.9379642,77.7202523,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007749,MedPlus,pharmacy,Healthcare,Pharmacy,1,13.0978883,77.563176,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007750,Global/Art,school,Education,School,2,12.9651695,77.7132267,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007751,School Of Athens,school,Education,School,2,12.9652449,77.7134399,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007752,Meraki School Of Art,school,Education,School,2,12.9669964,77.7158509,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007753,ICICI Bank,bank,Financial Services,Bank,2,12.9641072,77.7120056,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007754,Bank of Baroda,bank,Financial Services,Bank,2,12.9359805,77.6250264,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007755,HDFC Bank,bank,Financial Services,Bank,2,13.0365781,77.5659501,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007756,,atm,Financial Services,ATM,2,13.0039101,77.5836059,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007757,,atm,Financial Services,ATM,2,13.0686056,77.5585609,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007758,Bathinda Junction,restaurant,Food & Beverage,Restaurant,3,12.9690741,77.6481302,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007759,Axis Bank,bank,Financial Services,Bank,2,12.9164452,77.6366057,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007760,Kidzee,school,Education,School,2,12.9185982,77.6104487,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007761,Yes Bank,bank,Financial Services,Bank,2,12.923879,77.6728478,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007762,Aroma Restaurant,restaurant,Food & Beverage,Restaurant,3,12.9252983,77.6745172,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007763,HDFC Bank,bank,Financial Services,Bank,2,12.9238621,77.6727962,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007764,Apollo Pharmacy,pharmacy,Healthcare,Pharmacy,1,12.9123027,77.6327926,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007765,Malabar Kitchen,restaurant,Food & Beverage,Restaurant,3,12.9259883,77.6759119,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007766,Leon's Burgers & Wings,restaurant,Food & Beverage,Restaurant,3,12.9242936,77.6737685,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007767,Motherhood,hospital,Healthcare,Hospital,1,13.0202419,77.6516186,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007768,Gopalpur Primary School,school,Education,School,2,13.0020286,77.7395417,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007769,Advaita,restaurant,Food & Beverage,Restaurant,3,12.9508138,77.7156575,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007770,Cosmo,pharmacy,Healthcare,Pharmacy,1,12.9784737,77.6394515,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007771,NASA Hospitals,hospital,Healthcare,Hospital,1,13.0058328,77.6597392,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007772,Canara Bank,bank,Financial Services,Bank,2,13.0047791,77.6568374,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007773,DKA Pharmacy,pharmacy,Healthcare,Pharmacy,1,12.9762148,77.7285533,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007774,Shiva's Mess,restaurant,Food & Beverage,Restaurant,3,12.9196623,77.6113209,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007775,Ambur Hot Sum Biryani,restaurant,Food & Beverage,Restaurant,3,12.9196523,77.6115636,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007776,Udupi Sagar,restaurant,Food & Beverage,Restaurant,3,12.9196021,77.6130587,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007777,Sanju's Kitchen,restaurant,Food & Beverage,Restaurant,3,12.919519,77.6142831,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007778,Si Nonna's,restaurant,Food & Beverage,Restaurant,3,13.083084,77.6436651,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007779,Kamati Vanta,restaurant,Food & Beverage,Restaurant,3,13.0931115,77.5845917,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007780,Thirtha,restaurant,Food & Beverage,Restaurant,3,12.9866522,77.5950672,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007781,Hunaan,restaurant,Food & Beverage,Restaurant,3,12.9695571,77.6358305,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007782,Mudde Saar,restaurant,Food & Beverage,Restaurant,3,12.9675813,77.6544647,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007783,Pinocchio,restaurant,Food & Beverage,Restaurant,3,12.9729831,77.6062102,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007784,The Bombay Chapter 003,restaurant,Food & Beverage,Restaurant,3,12.9056206,77.6014402,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007785,Extra Chutney,restaurant,Food & Beverage,Restaurant,3,12.979026,77.5776266,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007786,Mai Mai,restaurant,Food & Beverage,Restaurant,3,12.970615,77.6468457,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007787,Bao To Me,restaurant,Food & Beverage,Restaurant,3,12.9288004,77.6353345,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007788,The Earth School,school,Education,School,2,13.0072959,77.6241589,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007789,1882 Restaurant,restaurant,Food & Beverage,Restaurant,3,12.9692205,77.7169679,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007790,Utkarsh Small Finance Bank,bank,Financial Services,Bank,2,13.004728,77.660252,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007791,Puran Medical And Central Store,pharmacy,Healthcare,Pharmacy,1,13.0043462,77.6604392,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007792,,atm,Financial Services,ATM,2,13.0017907,77.6614691,FAIL,NO,Missing name,Coordinates within boundary,Cannot check — name missing,Cannot check — name missing,Valid amenity category
BLR_007793,Yash Chemist and Druggist,pharmacy,Healthcare,Pharmacy,1,12.9193973,77.6491547,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007794,Juliana's,restaurant,Food & Beverage,Restaurant,3,12.9799077,77.6070181,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007795,Punjabi Adda,restaurant,Food & Beverage,Restaurant,3,13.0055959,77.6598682,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007796,Rumi,restaurant,Food & Beverage,Restaurant,3,13.0056949,77.6598137,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007797,Yes Bank,bank,Financial Services,Bank,2,13.0052929,77.6597115,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007798,Krishna Pharma,pharmacy,Healthcare,Pharmacy,1,13.0057911,77.6595163,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
BLR_007799,TJSB Sahakari Bank,bank,Financial Services,Bank,2,12.9785672,77.6387728,PASS,YES,Name present,Coordinates within boundary,Name length acceptable,Name is not numeric,Valid amenity category
